name,colors,Colorless,R,U,G,B,W
Silken Strength,['G'],0,0,0,1,0,0
Silk Web Weaver,"[G, W]",0,0,0,1,0,1
Silver Deputy,['Colorless'],1,0,0,0,0,0
Silver Sable Mercenary Leader,['W'],0,0,0,0,0,1
Simic Guildgate,['Colorless'],1,0,0,0,0,0
Simulacrum Synthesizer,['U'],0,0,1,0,0,0
Singularity Rupture,"[B, U]",0,0,1,0,1,0
Sinister Cryologist,['U'],0,0,1,0,0,0
Sinister Hideout,['Colorless'],1,0,0,0,0,0
Sinister Monolith,['B'],0,0,0,0,1,0
Sinkhole Surveyor,['B'],0,0,0,0,1,0
Sin Spiras Punishment,"[B, G, U]",0,0,1,1,1,0
Sinuous Benthisaur,['U'],0,0,1,0,0,0
Sire of Seven Deaths,['Colorless'],1,0,0,0,0,0
Sita Varma Masked Racer,"[G, U]",0,0,1,1,0,0
Skeleton Archer,['B'],0,0,0,0,1,0
Skewer Slinger,['R'],0,1,0,0,0,0
Skirmish Rhino,"[B, G, W]",0,0,0,1,1,1
Skulduggery,['B'],0,0,0,0,1,0
Skullcap Snail,['B'],0,0,0,0,1,0
Skullsnap Nuisance,"[B, U]",0,0,1,0,1,0
Skybeast Tracker,['G'],0,0,0,1,0,0
Skybox Ferry,['Colorless'],1,0,0,0,0,0
Skycrash,['R'],0,1,0,0,0,0
Skyknight Squire,['W'],0,0,0,0,0,1
Skyraker Giant,['R'],0,1,0,0,0,0
Skyseers Chariot,['W'],0,0,0,0,0,1
Skyserpent Seeker,"[G, U]",0,0,1,1,0,0
Skyship Buccaneer,['U'],0,0,1,0,0,0
Skyskipper Duo,['U'],0,0,1,0,0,0
Skystinger,['G'],0,0,0,1,0,0
Skystreak Engineer,['U'],0,0,1,0,0,0
Skyward Spider,"[U, W]",0,0,1,0,0,1
Slagdrill Scrapper,['R'],0,1,0,0,0,0
Slagstorm,['R'],0,1,0,0,0,0
Slash of Light,['W'],0,0,0,0,0,1
Slavering Branchsnapper,['G'],0,0,0,1,0,0
Sledge-Class Seedship,['G'],0,0,0,1,0,0
Sleep-Cursed Faerie,['U'],0,0,1,0,0,0
Sleep Magic,['U'],0,0,1,0,0,0
Sleight of Hand,['U'],0,0,1,0,0,0
Slice from the Shadows,['B'],0,0,0,0,1,0
Slick Imitator,['U'],0,0,1,0,0,0
Slick Sequence,"[R, U]",0,1,1,0,0,0
Slickshot Lockpicker,['U'],0,0,1,0,0,0
Slickshot Show-Off,['R'],0,1,0,0,0,0
Slickshot Vault-Buster,['U'],0,0,1,0,0,0
Slime Against Humanity,['G'],0,0,0,1,0,0
Slimy Dualleech,['B'],0,0,0,0,1,0
Slumbering Cerberus,['R'],0,1,0,0,0,0
Slumbering Keepguard,['W'],0,0,0,0,0,1
Smile at Death,['W'],0,0,0,0,0,1
Smoky Lounge  Misty Salon,"[R, U]",0,1,1,0,0,0
Smugglers Surprise,['G'],0,0,0,1,0,0
Snakeskin Veil,['G'],0,0,0,1,0,0
Snaremaster Sprite,['U'],0,0,1,0,0,0
Snarling Gorehound,['B'],0,0,0,0,1,0
Snowmelt Stag,['U'],0,0,1,0,0,0
Snow Villiers,['W'],0,0,0,0,0,1
Soaring Sandwing,['W'],0,0,0,0,0,1
Solemn Simulacrum,['Colorless'],1,0,0,0,0,0
Solitary Sanctuary,['W'],0,0,0,0,0,1
Sonar Strike,['W'],0,0,0,0,0,1
Songcrafter Mage,"[G, R, U]",0,1,1,1,0,0
Song of Stupefaction,['U'],0,0,1,0,0,0
Song of Totentanz,['R'],0,1,0,0,0,0
Sonic Shrieker,"[B, R, W]",0,1,0,0,1,1
Sorceresss Schemes,['R'],0,1,0,0,0,0
Sorcerous Spyglass,['Colorless'],1,0,0,0,0,0
Sothera the Supervoid,['B'],0,0,0,0,1,0
Soulcoil Viper,['B'],0,0,0,0,1,0
Soul Enervation,['B'],0,0,0,0,1,0
Soul-Guide Lantern,['Colorless'],1,0,0,0,0,0
Soul Search,"[B, W]",0,0,0,0,1,1
Soul-Shackled Zombie,['B'],0,0,0,0,1,0
Souls of the Lost,['B'],0,0,0,0,1,0
Soulstone Sanctuary,['Colorless'],1,0,0,0,0,0
Soured Springs,['Colorless'],1,0,0,0,0,0
Sovereign Okinec Ahau,"[G, W]",0,0,0,1,0,1
Sower of Chaos,['R'],0,1,0,0,0,0
Space-Time Anomaly,"[U, W]",0,0,1,0,0,1
SPdr Piloted by Peni,"[U, W]",0,0,1,0,0,1
Specimen Freighter,['U'],0,0,1,0,0,0
Spectacular Pileup,['W'],0,0,0,0,0,1
Spectacular Spider-Man,['W'],0,0,0,0,0,1
Spectacular Tactics,['W'],0,0,0,0,0,1
Specter of Mortality,['B'],0,0,0,0,1,0
Spectral Denial,['U'],0,0,1,0,0,0
Spectral Interference,['U'],0,0,1,0,0,0
Spectral Sailor,['U'],0,0,1,0,0,0
Spectral Snatcher,['B'],0,0,0,0,1,0
Spellbook Vendor,['W'],0,0,0,0,0,1
Spellgyre,['U'],0,0,1,0,0,0
Spell Pierce,['U'],0,0,1,0,0,0
Spellscorn Coven  Take It Back,['B'],0,0,0,0,1,0
Spell Stutter,['U'],0,0,1,0,0,0
Spelunking,['G'],0,0,0,1,0,0
Sphinx of Forgotten Lore,['U'],0,0,1,0,0,0
Sphinx of the Final Word,['U'],0,0,1,0,0,0
Spider-Bot,['Colorless'],1,0,0,0,0,0
Spider-Byte Web Warden,['U'],0,0,1,0,0,0
Spider Food,['G'],0,0,0,1,0,0
Spider-Girl Legacy Hero,"[G, W]",0,0,0,1,0,1
Spider-Gwen Free Spirit,['R'],0,1,0,0,0,0
Spider-Ham Peter Porker,['G'],0,0,0,1,0,0
Spider-Islanders,['R'],0,1,0,0,0,0
Spider-Man 2099,"[R, U]",0,1,1,0,0,0
Spider-Man Brooklyn Visionary,['G'],0,0,0,1,0,0
Spider Manifestation,"[G, R]",0,1,0,1,0,0
Spider-Man India,"[G, W]",0,0,0,1,0,1
Spider-Man Noir,['B'],0,0,0,0,1,0
Spider-Man No More,['U'],0,0,1,0,0,0
Spider-Man Web-Slinger,['W'],0,0,0,0,0,1
Spider-Mobile,['Colorless'],1,0,0,0,0,0
Spider-Punk,['R'],0,1,0,0,0,0
Spider-Rex Daring Dino,['G'],0,0,0,1,0,0
Spider-Sense,['U'],0,0,1,0,0,0
Spider-Slayer Hatred Honed,['Colorless'],1,0,0,0,0,0
Spiders-Man Heroic Horde,['G'],0,0,0,1,0,0
Spider-Suit,['Colorless'],1,0,0,0,0,0
Spider-UK,['W'],0,0,0,0,0,1
Spider-Verse,['R'],0,1,0,0,0,0
Spider-Woman Stunning Savior,"[U, W]",0,0,1,0,0,1
Spikeshell Harrier,['U'],0,0,1,0,0,0
Spineseeker Centipede,['G'],0,0,0,1,0,0
Spinewoods Armadillo,['G'],0,0,0,1,0,0
Spinewoods Paladin,['G'],0,0,0,1,0,0
Spinneret and Spiderling,['R'],0,1,0,0,0,0
Spinner of Souls,['G'],0,0,0,1,0,0
Spin Out,['B'],0,0,0,0,1,0
Spirebluff Canal,['Colorless'],1,0,0,0,0,0
Spire Mechcycle,['R'],0,1,0,0,0,0
Spiteful Hexmage,['B'],0,0,0,0,1,0
Spitfire Lagac,['R'],0,1,0,0,0,0
Splash Lasher,['U'],0,0,1,0,0,0
Splash Portal,['U'],0,0,1,0,0,0
Splashy Spellcaster,['U'],0,0,1,0,0,0
Splitskin Doll,['W'],0,0,0,0,0,1
Split Up,['W'],0,0,0,0,0,1
Sporogenic Infection,['B'],0,0,0,0,1,0
Spotcycle Scouter,['W'],0,0,0,0,0,1
Springbloom Druid,['G'],0,0,0,1,0,0
Spring-Loaded Sawblades  Bladewheel Chariot,['Colorless'],1,0,0,0,0,0
Spring Splasher,['U'],0,0,1,0,0,0
Spyglass Siren,['U'],0,0,1,0,0,0
Squad Rallier,['W'],0,0,0,0,0,1
Squall SeeD Mercenary,"[B, W]",0,0,0,0,1,1
Squires Lightblade,['W'],0,0,0,0,0,1
Squirming Emergence,"[B, G]",0,0,0,1,1,0
Stab,['B'],0,0,0,0,1,0
Stadium Headliner,['R'],0,1,0,0,0,0
Stagecoach Security,['W'],0,0,0,0,0,1
Staggering Size,['G'],0,0,0,1,0,0
Stalactite Stalker,['B'],0,0,0,0,1,0
Stalked Researcher,['U'],0,0,1,0,0,0
Stall Out,['U'],0,0,1,0,0,0
Stalwart Successor,"[B, G]",0,0,0,1,1,0
Stampeding Scurryfoot,['G'],0,0,0,1,0,0
Starbreach Whale,['U'],0,0,1,0,0,0
Star Charter,['W'],0,0,0,0,0,1
Starfall Invocation,['W'],0,0,0,0,0,1
Starfield Shepherd,['W'],0,0,0,0,0,1
Starfield Vocalist,['U'],0,0,1,0,0,0
Starfighter Pilot,['W'],0,0,0,0,0,1
Starforged Sword,['Colorless'],1,0,0,0,0,0
Stargaze,['B'],0,0,0,0,1,0
Starlight Snare,['U'],0,0,1,0,0,0
Starling Aerial Ally,['W'],0,0,0,0,0,1
Starlit Soothsayer,['B'],0,0,0,0,1,0
Starport Security,['W'],0,0,0,0,0,1
Starry-Eyed Skyrider,['W'],0,0,0,0,0,1
Starscape Cleric,['B'],0,0,0,0,1,0
Starseer Mentor,"[B, W]",0,0,0,0,1,1
Starting Column,['Colorless'],1,0,0,0,0,0
Starting Town,['Colorless'],1,0,0,0,0,0
Starving Revenant,['B'],0,0,0,0,1,0
Starwinder,['U'],0,0,1,0,0,0
Stasis Snare,['W'],0,0,0,0,0,1
Static Snare,['W'],0,0,0,0,0,1
Station Monitor,"[U, W]",0,0,1,0,0,1
Staunch Crewmate,['U'],0,0,1,0,0,0
Stay Hidden Stay Silent,['U'],0,0,1,0,0,0
Steamcore Scholar,['U'],0,0,1,0,0,0
Steampath Charger,['R'],0,1,0,0,0,0
Steel Hellkite,['Colorless'],1,0,0,0,0,0
Steelswarm Operator,['U'],0,0,1,0,0,0
Steel Wrecking Ball,['Colorless'],1,0,0,0,0,0
Steer Clear,['W'],0,0,0,0,0,1
Stegron the Dinosaur Man,['R'],0,1,0,0,0,0
Step Between Worlds,['U'],0,0,1,0,0,0
Sterling Hound,['Colorless'],1,0,0,0,0,0
Sterling Keykeeper,['W'],0,0,0,0,0,1
Sterling Supplier,['W'],0,0,0,0,0,1
Stickytongue Sentinel,['G'],0,0,0,1,0,0
Stillness in Motion,['U'],0,0,1,0,0,0
Stiltzkin Moogle Merchant,['W'],0,0,0,0,0,1
Stingblade Assassin,['B'],0,0,0,0,1,0
Stingerback Terror,['R'],0,1,0,0,0,0
Stinging Cave Crawler,['B'],0,0,0,0,1,0
Stocking the Pantry,['G'],0,0,0,1,0,0
Stockpiling Celebrant,['W'],0,0,0,0,0,1
Stock Up,['U'],0,0,1,0,0,0
Stoic Sphinx,['U'],0,0,1,0,0,0
Stolen Uniform,['U'],0,0,1,0,0,0
Stomping Ground,['Colorless'],1,0,0,0,0,0
Stonesplitter Bolt,['R'],0,1,0,0,0,0
Stop Cold,['U'],0,0,1,0,0,0
Stormbeacon Blade,['W'],0,0,0,0,0,1
Stormcatch Mentor,"[R, U]",0,1,1,0,0,0
Stormchasers Talent,['U'],0,0,1,0,0,0
Storm Fleet Spy,['U'],0,0,1,0,0,0
Stormkeld Prowler,['U'],0,0,1,0,0,0
Stormkeld Vanguard  Bear Down,['G'],0,0,0,1,0,0
Stormplain Detainment,['W'],0,0,0,0,0,1
Stormscale Scion,['R'],0,1,0,0,0,0
Stormshriek Feral  Flush Out,['R'],0,1,0,0,0,0
Stormsplitter,['R'],0,1,0,0,0,0
Storyteller Pixie,['U'],0,0,1,0,0,0
Strangled Cemetery,['Colorless'],1,0,0,0,0,0
Strategic Betrayal,['B'],0,0,0,0,1,0
Streaking Oilgorger,['B'],0,0,0,0,1,0
Strength of Will,['G'],0,0,0,1,0,0
Strix Lookout,['U'],0,0,1,0,0,0
Stroke of Midnight,['W'],0,0,0,0,0,1
Stromkirk Bloodthief,['B'],0,0,0,0,1,0
Stromkirk Noble,['R'],0,1,0,0,0,0
Strongbox Raider,['R'],0,1,0,0,0,0
Stubborn Burrowfiend,['G'],0,0,0,1,0,0
Stuck in Summoners Sanctum,['U'],0,0,1,0,0,0
Subterranean Schooner,['U'],0,0,1,0,0,0
Suburban Sanctuary,['Colorless'],1,0,0,0,0,0
Subway Train,['Colorless'],1,0,0,0,0,0
Succumb to the Cold,['U'],0,0,1,0,0,0
Sudden Setback,['U'],0,0,1,0,0,0
Sudden Strike,['W'],0,0,0,0,0,1
Sugar Coat,['U'],0,0,1,0,0,0
Sugar Rush,['B'],0,0,0,0,1,0
Sultai Devotee,['G'],0,0,0,1,0,0
Sultai Monument,['Colorless'],1,0,0,0,0,0
Sumala Sentry,"[G, W]",0,0,0,1,0,1
Summit Intimidator,['R'],0,1,0,0,0,0
Summon Anima,['B'],0,0,0,0,1,0
Summon Bahamut,['Colorless'],1,0,0,0,0,0
Summon Brynhildr,['R'],0,1,0,0,0,0
Summon ChocoMog,['W'],0,0,0,0,0,1
Summoners Grimoire,['G'],0,0,0,1,0,0
Summon Esper Ramuh,['R'],0,1,0,0,0,0
Summon Fat Chocobo,['G'],0,0,0,1,0,0
Summon Fenrir,['G'],0,0,0,1,0,0
Summon GF Cerberus,['R'],0,1,0,0,0,0
Summon GF Ifrit,['R'],0,1,0,0,0,0
Summon Knights of Round,['W'],0,0,0,0,0,1
Summon Leviathan,['U'],0,0,1,0,0,0
Summon Primal Garuda,['W'],0,0,0,0,0,1
Summon Primal Odin,['B'],0,0,0,0,1,0
Summon Shiva,['U'],0,0,1,0,0,0
Summon Titan,['G'],0,0,0,1,0,0
Sunbillow Verge,['Colorless'],1,0,0,0,0,0
Sunbird Standard  Sunbird Effigy,['Colorless'],1,0,0,0,0,0
Sun-Blessed Healer,['W'],0,0,0,0,0,1
Sundial Dawn Tyrant,['W'],0,0,0,0,0,1
Sunfire Torch,['R'],0,1,0,0,0,0
Sunken Citadel,['Colorless'],1,0,0,0,0,0
Sunpearl Kirin,['W'],0,0,0,0,0,1
Sunset Saboteur,['B'],0,0,0,0,1,0
Sunset Strikemaster,['R'],0,1,0,0,0,0
Sunshot Militia,['R'],0,1,0,0,0,0
Sunshower Druid,['G'],0,0,0,1,0,0
Sun-Spider Nimble Webber,"[U, W]",0,0,1,0,0,1
Sunspine Lynx,['R'],0,1,0,0,0,0
Sunstar Chaplain,['W'],0,0,0,0,0,1
Sunstar Expansionist,['W'],0,0,0,0,0,1
Sunstar Lightsmith,['W'],0,0,0,0,0,1
Superior Foes of Spider-Man,['R'],0,1,0,0,0,0
Superior Spider-Man,"[B, U]",0,0,1,0,1,0
Suplex,['R'],0,1,0,0,0,0
Supportive Parents,['G'],0,0,0,1,0,0
Sure Strike,['R'],0,1,0,0,0,0
Surgical Suite  Hospital Room,['W'],0,0,0,0,0,1
Surrak Elusive Hunter,['G'],0,0,0,1,0,0
Surrak the Hunt Caller,['G'],0,0,0,1,0,0
Surveillance Monitor,['U'],0,0,1,0,0,0
Survey Mechan,['Colorless'],1,0,0,0,0,0
Suspicious Detonation,['R'],0,1,0,0,0,0
Suspicious Shambler,['B'],0,0,0,0,1,0
Susurian Dirgecraft,['B'],0,0,0,0,1,0
Susurian Voidborn,['B'],0,0,0,0,1,0
Susur Secundi Void Altar,['Colorless'],1,0,0,0,0,0
Swab Goblin,['R'],0,1,0,0,0,0
Swallowed by Leviathan,['U'],0,0,1,0,0,0
Swamp,['Colorless'],1,0,0,0,0,0
Swarm Being of Bees,['B'],0,0,0,0,1,0
Swarm Culler,['B'],0,0,0,0,1,0
Swashbucklers Whip,['Colorless'],1,0,0,0,0,0
Sweettooth Witch,['B'],0,0,0,0,1,0
Swiftblade Vindicator,"[R, W]",0,1,0,0,0,1
Swiftfoot Boots,['Colorless'],1,0,0,0,0,0
Swiftwater Cliffs,['Colorless'],1,0,0,0,0,0
Swiftwing Assailant,['W'],0,0,0,0,0,1
Sword of Vengeance,['Colorless'],1,0,0,0,0,0
Sword of Wealth and Power,['Colorless'],1,0,0,0,0,0
Sylvan Scavenging,['G'],0,0,0,1,0,0
Symbiote Spider-Man,"[B, U]",0,0,1,0,1,0
Synapse Necromage,['B'],0,0,0,0,1,0
Synchronized Charge,['G'],0,0,0,1,0,0
Syncopate,['U'],0,0,1,0,0,0
Synthesizer Labship,['U'],0,0,1,0,0,0
Syphon Fuel,['B'],0,0,0,0,1,0
Syr Alin the Lions Claw,['W'],0,0,0,0,0,1
Syr Armont the Redeemer,"[G, W]",0,0,0,1,0,1
Syr Ginger the Meal Ender,['Colorless'],1,0,0,0,0,0
Syr Vondam Sunstar Exemplar,"[B, W]",0,0,0,0,1,1
Syr Vondam the Lucent,"[B, W]",0,0,0,0,1,1
Systems Override,['R'],0,1,0,0,0,0
Taigam Master Opportunist,['U'],0,0,1,0,0,0
Taii Wakeen Perfect Shot,"[R, W]",0,1,0,0,0,1
Tajuru Pathwarden,['G'],0,0,0,1,0,0
Take for a Ride,['R'],0,1,0,0,0,0
Taken by Nightmares,['B'],0,0,0,0,1,0
Take Out the Trash,['R'],0,1,0,0,0,0
Take the Fall,['U'],0,0,1,0,0,0
Take Up the Shield,['W'],0,0,0,0,0,1
Talions Messenger,['U'],0,0,1,0,0,0
Talion the Kindly Lord,"[B, U]",0,0,1,0,1,0
Tangled Colony,['B'],0,0,0,0,1,0
Tanglespan Lookout,['G'],0,0,0,1,0,0
Tangle Tumbler,['Colorless'],1,0,0,0,0,0
Tannuk Memorial Ensign,"[G, R]",0,1,0,1,0,0
Tannuk Steadfast Second,['R'],0,1,0,0,0,0
Tapestry Warden,['G'],0,0,0,1,0,0
Tarnation Vista,['Colorless'],1,0,0,0,0,0
Tarrians Journal  The Tomb of Aclazotz,['Colorless'],1,0,0,0,0,0
Tarrians Soulcleaver,['Colorless'],1,0,0,0,0,0
Tattered Ratter,['R'],0,1,0,0,0,0
Tatyova Benthic Druid,"[G, U]",0,0,1,1,0,0
Taurean Mauler,['R'],0,1,0,0,0,0
Taxi Driver,['R'],0,1,0,0,0,0
Teach by Example,"[R, U]",0,1,1,0,0,0
Teapot Slinger,['R'],0,1,0,0,0,0
Tectonic Hazard,['R'],0,1,0,0,0,0
Teeming Dragonstorm,['W'],0,0,0,0,0,1
Tellah Great Sage,"[R, U]",0,1,1,0,0,0
Tempest Angler,"[R, U]",0,1,1,0,0,0
Tempest Djinn,['U'],0,0,1,0,0,0
Tempest Hart  Scan the Clouds,['G'],0,0,0,1,0,0
Tempest Hawk,['W'],0,0,0,0,0,1
Temple of Abandon,['Colorless'],1,0,0,0,0,0
Temple of Deceit,['Colorless'],1,0,0,0,0,0
Temple of Enlightenment,['Colorless'],1,0,0,0,0,0
Temple of Epiphany,['Colorless'],1,0,0,0,0,0
Temple of Malady,['Colorless'],1,0,0,0,0,0
Temple of Malice,['Colorless'],1,0,0,0,0,0
Temple of Mystery,['Colorless'],1,0,0,0,0,0
Temple of Plenty,['Colorless'],1,0,0,0,0,0
Temple of Silence,['Colorless'],1,0,0,0,0,0
Temple of Triumph,['Colorless'],1,0,0,0,0,0
Temporal Intervention,['B'],0,0,0,0,1,0
Temur Battlecrier,"[G, R, U]",0,1,1,1,0,0
Temur Devotee,['U'],0,0,1,0,0,0
Temur Monument,['Colorless'],1,0,0,0,0,0
Temur Tawnyback,"[G, R, U]",0,1,1,1,0,0
Tenacious Tomeseeker,['U'],0,0,1,0,0,0
Tender Wildguide,['G'],0,0,0,1,0,0
Tendril of the Mycotyrant,['G'],0,0,0,1,0,0
Tenth District Hero,['W'],0,0,0,0,0,1
Terminal Velocity,['R'],0,1,0,0,0,0
Terra Magical Adept  Esper Terra,['Colorless'],1,0,0,0,0,0
Terramorphic Expanse,['Colorless'],1,0,0,0,0,0
Terrapact Intimidator,['R'],0,1,0,0,0,0
Terrasymbiosis,['G'],0,0,0,1,0,0
Terrian World Tyrant,['G'],0,0,0,1,0,0
Terrific Team-Up,['G'],0,0,0,1,0,0
Territorial Bruntar,['R'],0,1,0,0,0,0
Territorial Witchstalker,['G'],0,0,0,1,0,0
Territory Forge,['R'],0,1,0,0,0,0
Terror of Mount Velus,['R'],0,1,0,0,0,0
Terror of the Peaks,['R'],0,1,0,0,0,0
Terror Tide,['B'],0,0,0,0,1,0
Tersa Lightshatter,['R'],0,1,0,0,0,0
Teval Arbiter of Virtue,"[B, G, U]",0,0,1,1,1,0
Teysa Opulent Oligarch,"[B, W]",0,0,0,0,1,1
Tezzeret Cruel Captain,['Colorless'],1,0,0,0,0,0
Thaumaton Torpedo,['Colorless'],1,0,0,0,0,0
Thawbringer,['G'],0,0,0,1,0,0
The Aetherspark,['Colorless'],1,0,0,0,0,0
The Ancient One,"[B, U]",0,0,1,0,1,0
The Apprentices Folly,"[R, U]",0,1,1,0,0,0
The Belligerent,"[R, U]",0,1,1,0,0,0
The Chase Is On,['R'],0,1,0,0,0,0
The Clone Saga,['U'],0,0,1,0,0,0
The Crystals Chosen,['W'],0,0,0,0,0,1
The Darkness Crystal,['B'],0,0,0,0,1,0
The Death of Gwen Stacy,['B'],0,0,0,0,1,0
The Dominion Bracelet,['Colorless'],1,0,0,0,0,0
The Earth Crystal,['G'],0,0,0,1,0,0
The Emperor of Palamecia  The Lord Master of Hell,['Colorless'],1,0,0,0,0,0
The End,['B'],0,0,0,0,1,0
The Endstone,['Colorless'],1,0,0,0,0,0
The Enigma Jewel  Locus of Enlightenment,['Colorless'],1,0,0,0,0,0
The Eternity Elevator,['Colorless'],1,0,0,0,0,0
The Everflowing Well  The Myriad Pools,['Colorless'],1,0,0,0,0,0
The Final Days,['B'],0,0,0,0,1,0
The Fire Crystal,['R'],0,1,0,0,0,0
The Gitrog Ravenous Ride,"[B, G]",0,0,0,1,1,0
The Gold Saucer,['Colorless'],1,0,0,0,0,0
The Goose Mother,"[G, U]",0,0,1,1,0,0
The Huntsmans Redemption,['G'],0,0,0,1,0,0
The Infamous Cruelclaw,"[B, R]",0,1,0,0,1,0
The Irencrag,['Colorless'],1,0,0,0,0,0
The Jolly Balloon Man,"[R, W]",0,1,0,0,0,1
The Key to the Vault,['U'],0,0,1,0,0,0
The Last Ride,['B'],0,0,0,0,1,0
The Lunar Whale,['U'],0,0,1,0,0,0
The Masamune,['Colorless'],1,0,0,0,0,0
The Millennium Calendar,['Colorless'],1,0,0,0,0,0
The Mindskinner,['U'],0,0,1,0,0,0
The Mycotyrant,"[B, G]",0,0,0,1,1,0
The Pride of Hull Clade,['G'],0,0,0,1,0,0
The Prima Vista,['U'],0,0,1,0,0,0
The Princess Takes Flight,['W'],0,0,0,0,0,1
The Regalia,['Colorless'],1,0,0,0,0,0
The Rollercrusher Ride,['R'],0,1,0,0,0,0
The Seriema,['W'],0,0,0,0,0,1
The Sibsig Ceremony,['B'],0,0,0,0,1,0
The Skullspore Nexus,['G'],0,0,0,1,0,0
The Soul Stone,['B'],0,0,0,0,1,0
The Speed Demon,['B'],0,0,0,0,1,0
The Spot Living Portal,"[B, W]",0,0,0,0,1,1
The Spots Portal,['B'],0,0,0,0,1,0
The Swarmweaver,"[B, G]",0,0,0,1,1,0
The Tale of Tamiyo,['U'],0,0,1,0,0,0
The Wandering Minstrel,"[G, U]",0,0,1,1,0,0
The Wandering Rescuer,['W'],0,0,0,0,0,1
The Water Crystal,['U'],0,0,1,0,0,0
The Wind Crystal,['W'],0,0,0,0,0,1
The Witchs Vanity,['B'],0,0,0,0,1,0
They Went This Way,['G'],0,0,0,1,0,0
Thiefs Knife,['U'],0,0,1,0,0,0
Thieving Otter,['U'],0,0,1,0,0,0
Thinking Cap,['Colorless'],1,0,0,0,0,0
Think Twice,['U'],0,0,1,0,0,0
Thistledown Players,['W'],0,0,0,0,0,1
Thopter Fabricator,['U'],0,0,1,0,0,0
Thornplate Intimidator,['B'],0,0,0,0,1,0
Thornspire Verge,['Colorless'],1,0,0,0,0,0
Thornvault Forager,['G'],0,0,0,1,0,0
Thornweald Archer,['G'],0,0,0,1,0,0
Thornwood Falls,['Colorless'],1,0,0,0,0,0
Thought Shucker,['U'],0,0,1,0,0,0
Thought-Stalker Warlock,['B'],0,0,0,0,1,0
Thousand Moons Crackshot,['W'],0,0,0,0,0,1
Thousand Moons Infantry,['W'],0,0,0,0,0,1
Thousand Moons Smithy  Barracks of the Thousand,['Colorless'],1,0,0,0,0,0
Thousand-Year Storm,"[R, U]",0,1,1,0,0,0
Thrashing Brontodon,['G'],0,0,0,1,0,0
Threadbind Clique  Rip the Seams,['U'],0,0,1,0,0,0
Threats Around Every Corner,['G'],0,0,0,1,0,0
Three Blind Mice,['W'],0,0,0,0,0,1
Three Bowls of Porridge,['Colorless'],1,0,0,0,0,0
Threefold Thunderhulk,['Colorless'],1,0,0,0,0,0
Three Steps Ahead,['U'],0,0,1,0,0,0
Three Tree City,['Colorless'],1,0,0,0,0,0
Three Tree Mascot,['Colorless'],1,0,0,0,0,0
Three Tree Rootweaver,['G'],0,0,0,1,0,0
Three Tree Scribe,['G'],0,0,0,1,0,0
Thrill of Possibility,['R'],0,1,0,0,0,0
Throne of the Grim Captain  The Grim Captain,['Colorless'],1,0,0,0,0,0
Throw from the Saddle,['G'],0,0,0,1,0,0
Thrumming Hivepool,['Colorless'],1,0,0,0,0,0
Thunderhead Gunner,['R'],0,1,0,0,0,0
Thundering Broodwagon,"[B, G]",0,0,0,1,1,0
Thundering Falls,['Colorless'],1,0,0,0,0,0
Thunder Lasso,['W'],0,0,0,0,0,1
Thunder Magic,['R'],0,1,0,0,0,0
Thunder of Unity,"[B, R, W]",0,1,0,0,1,1
Thunderous Debut,['G'],0,0,0,1,0,0
Thunderous Velocipede,['G'],0,0,0,1,0,0
Thunder Salvo,['R'],0,1,0,0,0,0
Thundertrap Trainer,['U'],0,0,1,0,0,0
Thwip,['W'],0,0,0,0,0,1
Ticket Booth  Tunnel of Hate,['R'],0,1,0,0,0,0
Ticket Tortoise,['Colorless'],1,0,0,0,0,0
Tidecaller Mentor,"[B, U]",0,0,1,0,1,0
Tidus Blitzball Star,"[U, W]",0,0,1,0,0,1
Tifa Lockhart,['G'],0,0,0,1,0,0
Tifas Limit Break,['G'],0,0,0,1,0,0
Timeline Culler,['B'],0,0,0,0,1,0
Time Stop,['U'],0,0,1,0,0,0
Tinkers Tote,['W'],0,0,0,0,0,1
Tin Street Gossip,"[G, R]",0,1,0,1,0,0
Tinybones Bauble Burglar,['B'],0,0,0,0,1,0
Tinybones Joins Up,['B'],0,0,0,0,1,0
Tinybones the Pickpocket,['B'],0,0,0,0,1,0
Tishanas Tidebinder,['U'],0,0,1,0,0,0
Titanic Growth,['G'],0,0,0,1,0,0
Tithing Blade  Consuming Sepulcher,['Colorless'],1,0,0,0,0,0
Toadstool Admirer,['G'],0,0,0,1,0,0
Toby Beastie Befriender,['W'],0,0,0,0,0,1
Tolarian Terror,['U'],0,0,1,0,0,0
Tolsimir Midnights Light,"[G, W]",0,0,0,1,0,1
Tombstone Career Criminal,['B'],0,0,0,0,1,0
Tomb Trawler,['Colorless'],1,0,0,0,0,0
Tonberry,['B'],0,0,0,0,1,0
Topiary Panther,['G'],0,0,0,1,0,0
Torch the Tower,['R'],0,1,0,0,0,0
Torch the Witness,['R'],0,1,0,0,0,0
Torgal A Fine Hound,['G'],0,0,0,1,0,0
Torpor Orb,['Colorless'],1,0,0,0,0,0
Totentanz Swarm Piper,"[B, R]",0,1,0,0,1,0
Tough Cookie,['G'],0,0,0,1,0,0
Town Greeter,['G'],0,0,0,1,0,0
Toxin Analysis,['B'],0,0,0,0,1,0
Tractor Beam,['U'],0,0,1,0,0,0
Trade Route Envoy,['G'],0,0,0,1,0,0
Trade the Helm,['U'],0,0,1,0,0,0
Tragic Banshee,['B'],0,0,0,0,1,0
