name,type_line,oracle_text,colors,cmc,rarity,set_name,released_at,power,toughness,keywords,image_uri
Count on Luck,Enchantment,"At the beginning of your upkeep, exile the top card of your library. You may play that card this turn.",R,3.0,rare,Aetherdrift,2025-02-14,,,,https://cards.scryfall.io/normal/front/8/f/8f31beae-9b8f-4c32-af84-9f3ee767ba1d.jpg?1738356392
Country Roads,Land,"This land enters tapped unless you control a Mount or Vehicle.
{T}: Add {W}.
{1}{W}, {T}, Sacrifice this land: Create a 1/1 colorless Pilot creature token with ""This token saddles Mounts and crews Vehicles as though its power were 2 greater."" Activate only as a sorcery.",Colorless,0.0,uncommon,Aetherdrift,2025-02-14,,,,https://cards.scryfall.io/normal/front/8/9/897acd91-12ba-4fa8-a26e-c09f009167a8.jpg?1738356892
Courageous Goblin,Creature — Goblin,"Whenever this creature attacks while you control a creature with power 4 or greater, this creature gets +1/+0 and gains menace until end of turn. (It can't be blocked except by two or more creatures.)",R,2.0,common,Foundations,2024-11-15,2,2,,https://cards.scryfall.io/normal/front/8/d/8db6819c-666a-409d-85a5-b9ac34d8dd2f.jpg?1730488896
Coveted Falcon,Artifact Creature — Bird,"Flying
Whenever this creature attacks, gain control of target permanent you own but don't control.
Disguise {1}{U}
When this creature is turned face up, target opponent gains control of any number of target permanents you control. Draw a card for each one they gained control of this way.",U,3.0,rare,Murders at Karlov Manor,2024-02-09,1,4,"Flying,Disguise",https://cards.scryfall.io/normal/front/b/c/bc936987-d58b-4e7c-870f-379bcae77727.jpg?1706241580
Cracked Skull,Enchantment — Aura,"Enchant creature
When this Aura enters, look at target player's hand. You may choose a nonland card from it. That player discards that card.
When enchanted creature is dealt damage, destroy it.",B,3.0,common,Duskmourn: House of Horror,2024-09-27,,,Enchant,https://cards.scryfall.io/normal/front/7/6/7616ad5e-ed30-4876-8743-6f0f9f143ea1.jpg?1726286178
Crackling Cyclops,Creature — Cyclops Wizard,"Whenever you cast a noncreature spell, this creature gets +3/+0 until end of turn.",R,3.0,common,Foundations,2024-11-15,0,4,,https://cards.scryfall.io/normal/front/6/e/6e5b899a-52f7-471b-ad50-4fa6566758fd.jpg?1730488898
Crash and Burn,Instant,"Choose one —
• Destroy target Vehicle.
• Crash and Burn deals 6 damage to target creature or planeswalker.",R,4.0,common,Aetherdrift,2025-02-14,,,,https://cards.scryfall.io/normal/front/3/3/339a41a1-b36f-4b81-b74c-220d279c0e26.jpg?1738356395
Crash Through,Sorcery,"Creatures you control gain trample until end of turn. (Each of those creature can deal excess combat damage to the player or planeswalker it's attacking.)
Draw a card.",R,1.0,common,Foundations,2024-11-15,,,,https://cards.scryfall.io/normal/front/9/e/9eb16918-6363-4849-8d74-e26822a0ddf7.jpg?1730490951
Craterhoof Behemoth,Creature — Beast,"Haste
When this creature enters, creatures you control gain trample and get +X/+X until end of turn, where X is the number of creatures you control.",G,8.0,mythic,Tarkir: Dragonstorm,2025-04-11,5,5,Haste,https://cards.scryfall.io/normal/front/2/7/276f5cee-a501-4658-bd4d-7a044bf1ccbc.jpg?1743204520
Crawling Barrens,Land,"{T}: Add {C}.
{4}: Put two +1/+1 counters on this land. Then you may have it become a 0/0 Elemental creature until end of turn. It's still a land.",Colorless,0.0,rare,Foundations,2024-11-15,,,,https://cards.scryfall.io/normal/front/a/c/ac2aff0e-1319-4d3b-903c-fa1ce3db7602.jpg?1730491188
Creeping Peeper,Creature — Eye,"{T}: Add {U}. Spend this mana only to cast an enchantment spell, unlock a door, or turn a permanent face up.",U,2.0,common,Duskmourn: House of Horror,2024-09-27,2,1,,https://cards.scryfall.io/normal/front/7/a/7ad59368-1335-4d8e-a254-ccd889933e57.jpg?1726286029
Creosote Heath,Land — Desert,"This land enters tapped.
When this land enters, it deals 1 damage to target opponent.
{T}: Add {G} or {W}.",Colorless,0.0,common,Outlaws of Thunder Junction,2024-04-19,,,,https://cards.scryfall.io/normal/front/c/5/c5523dac-7aa0-4486-89c8-3b22a1411f26.jpg?1712356321
Crime Novelist,Creature — Goblin Bard,"Whenever you sacrifice an artifact, put a +1/+1 counter on this creature and add {R}.",R,3.0,uncommon,Murders at Karlov Manor,2024-02-09,1,3,,https://cards.scryfall.io/normal/front/1/4/14a5cd7c-b0b1-4ffa-a806-bb0e73baffad.jpg?1706241850
Crimestopper Sprite,Creature — Faerie Detective,"As an additional cost to cast this spell, you may collect evidence 6. (Exile cards with total mana value 6 or greater from your graveyard.)
Flying
When this creature enters, tap target creature. If evidence was collected, put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)",U,3.0,common,Murders at Karlov Manor,2024-02-09,2,2,"Flying,Collect evidence",https://cards.scryfall.io/normal/front/d/c/dc4ac597-38f0-48b5-ac2d-dfb0b169f834.jpg?1706241584
Crossroads Village,Land — Town,"This land enters tapped. As it enters, choose a color.
{T}: Add one mana of the chosen color.",Colorless,0.0,common,Final Fantasy,2025-06-13,,,,https://cards.scryfall.io/normal/front/6/4/64db46d4-f91f-49cc-971c-b8e19f0c4ea9.jpg?1748706815
Crossway Troublemakers,Creature — Vampire,"Attacking Vampires you control have deathtouch and lifelink. (Any amount of damage they deal to a creature is enough to destroy it. Damage dealt by those creatures also causes their controller to gain that much life.)
Whenever a Vampire you control dies, you may pay 2 life. If you do, draw a card.",B,6.0,rare,The Lost Caverns of Ixalan Commander,2023-11-17,5,5,,https://cards.scryfall.io/normal/front/9/5/95ef4f86-9b96-4181-9442-44adce180984.jpg?1698988231
Crowd-Control Warden,Creature — Centaur Soldier,"As this creature enters or is turned face up, put X +1/+1 counters on it, where X is the number of other creatures you control.
Disguise {3}{G/W}{G/W} (You may cast this card face down for {3} as a 2/2 creature with ward {2}. Turn it face up any time for its disguise cost.)","G,W",5.0,common,Murders at Karlov Manor,2024-02-09,4,4,Disguise,https://cards.scryfall.io/normal/front/c/d/cdf0578f-4966-4ecd-81e1-83ae13126f13.jpg?1706242133
Crow of Dark Tidings,Creature — Zombie Bird,"Flying
When this creature enters or dies, mill two cards. (Put the top two cards of your library into your graveyard.)",B,3.0,common,Foundations,2024-11-15,2,1,"Flying,Mill",https://cards.scryfall.io/normal/front/2/c/2cd74e93-064a-42d7-8e6e-c413912a08cd.jpg?1730490569
Cruelclaw's Heist,Sorcery,"Gift a card (You may promise an opponent a gift as you cast this spell. If you do, they draw a card before its other effects.)
Target opponent reveals their hand. You choose a nonland card from it. Exile that card. If the gift was promised, you may cast that card for as long as it remains exiled, and mana of any type can be spent to cast it.",B,2.0,rare,Bloomburrow,2024-08-02,,,Gift,https://cards.scryfall.io/normal/front/c/a/cab4539a-0157-4cbe-b50f-6e2575df74e9.jpg?1721426377
Cruel Somnophage // Can't Wake Up,Creature — Nightmare // Sorcery — Adventure,,B,2.0,rare,Wilds of Eldraine,2023-09-08,*,*,Mill,https://cards.scryfall.io/normal/front/3/9/39b11ff0-9946-4337-86fb-42e967f3d2e4.jpg?1692939572
Cruel Truths,Instant,"Surveil 2, then draw two cards. You lose 2 life. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",B,4.0,common,Tarkir: Dragonstorm,2025-04-11,,,Surveil,https://cards.scryfall.io/normal/front/6/8/6852b4d5-74e0-44ba-ba44-20aa91e3c4c8.jpg?1743204266
Crumb and Get It,Instant,"Gift a Food (You may promise an opponent a gift as you cast this spell. If you do, they create a Food token before its other effects. It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
Target creature you control gets +2/+2 until end of turn. If the gift was promised, that creature also gains indestructible until end of turn.",W,1.0,common,Bloomburrow,2024-08-02,,,"Gift,Food",https://cards.scryfall.io/normal/front/3/c/3c7b3b25-d4b3-4451-9f5c-6eb369541175.jpg?1721429540
Crusader of Odric,Creature — Human Soldier,Crusader of Odric's power and toughness are each equal to the number of creatures you control.,W,3.0,common,Innistrad Remastered,2025-01-24,*,*,,https://cards.scryfall.io/normal/front/d/6/d6ae6566-3df8-4e09-b487-f0362622ca04.jpg?1736467490
Cryogen Relic,Artifact,"When this artifact enters or leaves the battlefield, draw a card.
{1}{U}, Sacrifice this artifact: Put a stun counter on up to one target tapped creature. (If a permanent with a stun counter would become untapped, remove one from it instead.)",U,2.0,common,Edge of Eternities,2025-08-01,,,,https://cards.scryfall.io/normal/front/7/b/7bfb33b6-e2bf-498f-8c58-ae21a840cf75.jpg?1752946757
Cryoshatter,Enchantment — Aura,"Enchant creature
Enchanted creature gets -5/-0.
When enchanted creature becomes tapped or is dealt damage, destroy it.",U,1.0,common,Edge of Eternities,2025-08-01,,,Enchant,https://cards.scryfall.io/normal/front/7/b/7b62b1e2-9e43-4a66-a647-7e5de2871f2a.jpg?1752946762
Cryptcaller Chariot,Artifact — Vehicle,"Menace
Whenever you discard one or more cards, create that many tapped 2/2 black Zombie creature tokens.
Crew 2",B,4.0,rare,Aetherdrift,2025-02-14,5,5,"Crew,Menace",https://cards.scryfall.io/normal/front/a/0/a0c8259c-055e-4bff-b945-c0ecb057a8f0.jpg?1738356294
Cryptex,Artifact,"{T}, Collect evidence 3: Add one mana of any color. Put an unlock counter on this artifact. (To collect evidence 3, exile cards with total mana value 3 or greater from your graveyard.)
Sacrifice this artifact: Surveil 3, then draw three cards. Activate only if this artifact has five or more unlock counters on it.",Colorless,2.0,rare,Murders at Karlov Manor,2024-02-09,,,"Collect evidence,Surveil",https://cards.scryfall.io/normal/front/f/9/f92a2563-6cfb-4d12-9513-b44d1a7a20ab.jpg?1706242309
Crypt Feaster,Creature — Zombie,"Menace (This creature can't be blocked except by two or more creatures.)
Threshold — Whenever this creature attacks, if there are seven or more cards in your graveyard, this creature gets +2/+0 until end of turn.",B,4.0,common,Foundations,2024-11-15,3,4,"Threshold,Menace",https://cards.scryfall.io/normal/front/3/b/3b072811-998a-4a71-b59c-6afecc0dc4b6.jpg?1730488805
Cryptic Caves,Land,"{T}: Add {C}.
{1}, {T}, Sacrifice this land: Draw a card. Activate only if you control five or more lands.",Colorless,0.0,uncommon,Foundations,2024-11-15,,,,https://cards.scryfall.io/normal/front/a/7/a7976098-b560-458a-ad3c-18f7873add21.jpg?1730491194
Cryptic Coat,Artifact — Equipment,"When this Equipment enters, cloak the top card of your library, then attach this Equipment to it. (To cloak a card, put it onto the battlefield face down as a 2/2 creature with ward {2}. Turn it face up any time for its mana cost if it's a creature card.)
Equipped creature gets +1/+0 and can't be blocked.
{1}{U}: Return this Equipment to its owner's hand.",U,3.0,rare,Murders at Karlov Manor,2024-02-09,,,Cloak,https://cards.scryfall.io/normal/front/0/c/0c3d7e2c-a104-4757-9984-fb31088f92c4.jpg?1706241584
Cryptid Inspector,Creature — Elf Warrior,"Vigilance
Whenever a face-down permanent you control enters and whenever this creature or another permanent you control is turned face up, put a +1/+1 counter on this creature.",G,3.0,common,Duskmourn: House of Horror,2024-09-27,2,3,Vigilance,https://cards.scryfall.io/normal/front/8/2/820c2932-2e23-4f67-92d0-a630aec6f1b4.jpg?1726286509
Crystal Barricade,Artifact Creature — Wall,"Defender (This creature can't attack.)
You have hexproof. (You can't be the target of spells or abilities your opponents control.)
Prevent all noncombat damage that would be dealt to other creatures you control.",W,2.0,rare,Foundations,2024-11-15,0,4,Defender,https://cards.scryfall.io/normal/front/9/0/905d3e02-ea06-45e7-9adb-c8e7583323a2.jpg?1730488615
Crystal Fragments // Summon: Alexander,Artifact — Equipment // Enchantment Creature — Saga Construct,,Colorless,1.0,uncommon,Final Fantasy,2025-06-13,,,"Flying,Transform,Equip",
Crystal Grotto,Land,"When this land enters, scry 1.
{T}: Add {C}.
{1}, {T}: Add one mana of any color.",Colorless,0.0,common,Wilds of Eldraine,2023-09-08,,,Scry,https://cards.scryfall.io/normal/front/6/f/6f6f9d3d-600d-43f3-a915-612e5d53aaa1.jpg?1692939958
Cult Healer,Creature — Human Doctor,"Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, this creature gains lifelink until end of turn.",W,3.0,common,Duskmourn: House of Horror,2024-09-27,3,3,Eerie,https://cards.scryfall.io/normal/front/9/c/9c9b8fbe-8a5e-4b62-b53f-9ead8147bbbb.jpg?1726285862
Cultivator's Caravan,Artifact — Vehicle,"{T}: Add one mana of any color.
Crew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.)",Colorless,3.0,rare,Foundations,2024-11-15,5,5,Crew,https://cards.scryfall.io/normal/front/2/4/249aa94c-85ab-4606-aa2c-c902bd83ac21.jpg?1730491133
Culvert Ambusher,Creature — Wurm Horror,"When this creature enters or is turned face up, target creature blocks this turn if able.
Disguise {4}{G} (You may cast this card face down for {3} as a 2/2 creature with ward {2}. Turn it face up any time for its disguise cost.)",G,5.0,uncommon,Murders at Karlov Manor,2024-02-09,4,5,Disguise,https://cards.scryfall.io/normal/front/2/c/2ccdc58b-1e7e-402c-88f9-c789ff1dae31.jpg?1706241967
Cunning Coyote,Creature — Coyote,"Haste
When this creature enters, another target creature you control gets +1/+1 and gains haste until end of turn.
Plot {1}{R} (You may pay {1}{R} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",R,2.0,uncommon,Outlaws of Thunder Junction,2024-04-19,2,2,"Plot,Haste",https://cards.scryfall.io/normal/front/5/b/5b4ac6ea-c67b-4f90-be4f-aa25882f5794.jpg?1712355730
Curator of Destinies,Creature — Sphinx,"This spell can't be countered.
Flying
When this creature enters, look at the top five cards of your library and separate them into a face-down pile and a face-up pile. An opponent chooses one of those piles. Put that pile into your hand and the other into your graveyard.",U,6.0,rare,Foundations,2024-11-15,5,5,Flying,https://cards.scryfall.io/normal/front/9/f/9ff79da7-c3f7-4541-87a0-503544c699b5.jpg?1730488713
Curator of Sun's Creation,Creature — Human Artificer,"Whenever you discover, discover again for the same value. This ability triggers only once each turn.",R,4.0,uncommon,The Lost Caverns of Ixalan,2023-11-17,3,3,,https://cards.scryfall.io/normal/front/a/1/a144d0b3-678d-4f4c-a9b0-22af19f5cf9f.jpg?1699044253
Curious Cadaver,Creature — Zombie Detective,"Flying
When you sacrifice a Clue, return this card from your graveyard to your hand.","B,U",4.0,uncommon,Murders at Karlov Manor,2024-02-09,3,1,Flying,https://cards.scryfall.io/normal/front/2/8/2893aef8-835d-4935-b532-d8670585e489.jpg?1706242134
Curious Forager,Creature — Squirrel Druid,"When this creature enters, you may forage. When you do, return target permanent card from your graveyard to your hand. (To forage, exile three cards from your graveyard or sacrifice a Food.)",G,3.0,uncommon,Bloomburrow,2024-08-02,3,2,Forage,https://cards.scryfall.io/normal/front/6/4/64653b4a-e139-45f9-a915-ab49afb6b795.jpg?1721426795
Curious Inquiry,Enchantment — Aura,"Enchant creature
Enchanted creature gets +1/+1 and has ""Whenever this creature deals combat damage to a player, investigate."" (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",U,1.0,uncommon,Murders at Karlov Manor,2024-02-09,,,"Investigate,Enchant",https://cards.scryfall.io/normal/front/5/a/5a3603c6-92df-45c7-b402-1f0a552ea398.jpg?1706241588
